,ID,City,State,Latitude,Longitude,Place Name,Place Address,Place Rating,Place Latitude,Place Longitude
72,73,Olathe,Kansas,38.8813958,-94.81912849999999,Blue Valley Northwest High School,"13260 Switzer Road, Overland Park",4.1,38.8885806,-94.7032351
73,74,Olathe,Kansas,38.8813958,-94.81912849999999,Saint Thomas Aquinas High School,"11411 Pflumm Road, Overland Park",3.8,38.92216369999999,-94.740104
74,75,Olathe,Kansas,38.8813958,-94.81912849999999,Olathe Northwest High School,"21300 College Boulevard, Olathe",4.1,38.929234,-94.8324813
75,76,Overland Park,Kansas,38.9822282,-94.6707917,Avila University,"11901 Wornall Road, Kansas City",4.1,38.91236430000001,-94.59146989999999
76,77,Overland Park,Kansas,38.9822282,-94.6707917,Johnson County Community College,"12345 College Boulevard, Overland Park",4.2,38.9237863,-94.73062379999999
77,78,Overland Park,Kansas,38.9822282,-94.6707917,Shawnee Mission South High School,"5800 West 107th Street, Overland Park",3.8,38.9373596,-94.6535918
78,79,Overland Park,Kansas,38.9822282,-94.6707917,Shawnee Mission North High School,"7401 Johnson Drive, Overland Park",3.7,39.0208512,-94.6720849
79,80,Overland Park,Kansas,38.9822282,-94.6707917,Shawnee Mission Northwest High School,"12701 West 67th Street, Shawnee",3.4,39.00629670000001,-94.7325407
80,81,Prairie Village,Kansas,38.9916726,-94.6335684,Avila University,"11901 Wornall Road, Kansas City",4.1,38.91236430000001,-94.59146989999999
81,82,Prairie Village,Kansas,38.9916726,-94.6335684,Johnson County Community College,"12345 College Boulevard, Overland Park",4.2,38.9237863,-94.73062379999999
82,83,Prairie Village,Kansas,38.9916726,-94.6335684,Shawnee Mission South High School,"5800 West 107th Street, Overland Park",3.8,38.9373596,-94.6535918
83,84,Prairie Village,Kansas,38.9916726,-94.6335684,Shawnee Mission North High School,"7401 Johnson Drive, Overland Park",3.7,39.0208512,-94.6720849
84,85,Prairie Village,Kansas,38.9916726,-94.6335684,Shawnee Mission Northwest High School,"12701 West 67th Street, Shawnee",3.4,39.00629670000001,-94.7325407
85,86,Raytown,Missouri,39.0086171,-94.46356379999999,Belmont Montessori Schools,"7900 Lee's Summit Road, Kansas City",1.0,38.97543519999999,-94.39535769999999
86,87,Raytown,Missouri,39.0086171,-94.46356379999999,Raytown South High School,"8211 Sterling Avenue, Raytown",3.8,38.9736311,-94.4492444
87,88,Raytown,Missouri,39.0086171,-94.46356379999999,Raytown High School,"6019 Blue Ridge Boulevard, Raytown",4.1,39.0133731,-94.4604584
88,89,Raytown,Missouri,39.0086171,-94.46356379999999,Truman High School,"3301 South Noland Road, Independence",2.8,39.0595413,-94.4142916
89,90,Raytown,Missouri,39.0086171,-94.46356379999999,William Chrisman High School,"1223 North Noland Road, Independence",4.0,39.10364349999999,-94.4114956
90,91,Shawnee,Kansas,39.02284849999999,-94.7151865,Johnson County Community College,"12345 College Boulevard, Overland Park",4.2,38.9237863,-94.73062379999999
91,92,Shawnee,Kansas,39.02284849999999,-94.7151865,Shawnee Mission South High School,"5800 West 107th Street, Overland Park",3.8,38.9373596,-94.6535918
92,93,Shawnee,Kansas,39.02284849999999,-94.7151865,Shawnee Mission North High School,"7401 Johnson Drive, Overland Park",3.7,39.0208512,-94.6720849
93,94,Shawnee,Kansas,39.02284849999999,-94.7151865,Shawnee Mission Northwest High School,"12701 West 67th Street, Shawnee",3.4,39.00629670000001,-94.7325407
94,95,Shawnee,Kansas,39.02284849999999,-94.7151865,Saint Thomas Aquinas High School,"11411 Pflumm Road, Overland Park",3.8,38.92216369999999,-94.740104
